"HW1","HW2","HW3","HW4","HW5","HW6","HW7","HW8","HW9","ATT","QZ1","QZ2","QZ3","QZ4","EX1","EX2","QZ5","Test1","Test2","Homework","Quiz","Lab","Overall","Grade"
80,0,95,0,55,0,0,0,75,7,83.3333333333333,0,0,13,53.6,60.75,65,67,67.5,38.125,32.1111111111111,20,48.5291666666667,"F"
42.5,52.5,90,72.5,100,95,88,80,85,12,83.3333333333333,88.8888888888889,42.5,16,65.6,63,80,82,70,82.875,71.5740740740741,100,79.4986111111111,"C+"
80,92.5,100,90,100,94,85,90,85,11,91.6666666666667,88.8888888888889,75,20,66.4,57.15,100,83,63.5,92.0625,85.1851851851852,100,82.8715277777778,"B"
70,100,92.5,82.5,100,99,97,90,85,12,75,83.3333333333333,80,18,69.6,80.1,90,87,89,93.25,79.4444444444444,100,89.5416666666667,"A-"
90,100,100,100,95,99,100,100,100,12,91.6666666666667,100,80,18,70.4,74.7,90,88,83,99.25,90.5555555555555,100,91.7083333333333,"A"
70,92.5,90,85,95,99,88,90,90,12,91.6666666666667,88.8888888888889,75,18,69.6,65.7,90,87,73,91.1875,85.1851851851852,100,85.7840277777778,"B"
100,100,85,90,85,89,92,95,95,12,100,94.4444444444444,80,20,79.2,81.9,100,99,91,93.25,91.4814814814815,100,94.2472222222222,"A"
100,100,92.5,80,100,98,100,80,100,10,100,0,90,0,70.4,82.8,0,88,92,96.3125,63.3333333333333,80,86.99375,"B+"
40,0,82.5,0,70,0,52,0,98,12,58.3333333333333,61.1111111111111,0,15,46.4,36,75,58,40,42.8125,44.8148148148148,100,51.1659722222222,"D"
92.5,100,92.5,90,100,96,85,90,85,12,83.3333333333333,88.8888888888889,80,15,60,70.65,75,75,78.5,93.25,84.0740740740741,100,85.2111111111111,"B"
92.5,85,100,85,95,100,92,90,75,12,91.6666666666667,61.1111111111111,80,20,71.2,74.7,100,89,83,92.4375,77.5925925925926,100,87.9201388888889,"B+"
87,100,100,100,100,93,91,80,98,10,83.3333333333333,88.8888888888889,50,17,48,54,85,60,60,96.125,74.0740740740741,80,74.9486111111111,"C"
75,97.5,67.5,80,95,90,58,100,85,12,100,77.7777777777778,67.5,17,57.6,56.7,85,72,63,86.25,81.7592592592593,100,78.2888888888889,"C+"
100,100,92.5,90,95,95,100,100,80,12,83.3333333333333,100,80,20,72,80.1,100,90,89,96.5625,87.7777777777778,100,92.3854166666667,"A"
85,85,85,85,85,72,85,65,80,6,75,38.8888888888889,60,14,48.8,54.9,70,61,61,82.75,57.962962962963,0,60.9694444444444,"C-"
92.5,70,90,75,100,100,84,100,75,12,100,88.8888888888889,85,19,69.6,66.6,95,87,74,89.5625,91.2962962962963,100,86.4631944444444,"B+"
85,99,92.5,0,0,0,0,0,0,3,41.6666666666667,0,0,0,75.2,66.6,0,94,74,34.5625,13.8888888888889,0,49.7520833333333,"F"
80,100,100,0,90,0,100,70,0,10,83.3333333333333,0,30,14,64,55.35,70,80,61.5,67.5,42.4444444444444,80,65.9916666666667,"C-"
65,100,55,90,100,86.5,100,85,85,9,83.3333333333333,88.8888888888889,52.5,18,68,60.3,90,85,67,88.9375,74.9074074074074,60,77.6673611111111,"C+"
60,100,92.5,100,95,71,90,92.5,85,10,91.6666666666667,88.8888888888889,52.5,20,72,74.25,100,90,82.5,90.75,77.6851851851852,80,85.5027777777778,"B"
75,100,100,100,100,95,100,100,100,12,100,88.8888888888889,82.5,20,66.4,76.05,100,83,84.5,99.375,90.462962962963,100,91.1069444444445,"A"
67.5,80,77.5,47.5,100,80,76,77.5,80,12,83.3333333333333,77.7777777777778,75,16,44,64.35,80,55,71.5,79.8125,78.7037037037037,100,74.6243055555556,"C"
73.5,70,92.5,80,100,97,90,100,96,12,66.6666666666667,61.1111111111111,75,17,65.6,73.8,85,82,82,91.125,67.5925925925926,100,84.3763888888889,"B"
75,90,95,70,85,85,0,62.5,100,12,83.3333333333333,88.8888888888889,40,16,59.2,68.4,80,74,76,82.8125,70.7407407407407,100,79.2548611111111,"C+"
70,97.5,100,70,100,100,97,95,85,12,91.6666666666667,50,80,14,61.2,64.8,70,76.5,72,93.0625,73.8888888888889,100,82.3020833333333,"B"
82.5,100,100,100,97,100,100,90,75,12,91.6666666666667,72.2222222222222,65,16,62.4,57.15,80,78,63.5,96.1875,76.2962962962963,100,81.7756944444444,"B-"
91.5,97.5,98,90,92,95,62,95,90,12,66.6666666666667,44.4444444444444,90,18,64,65.25,90,80,72.5,93.625,67.037037037037,100,82.2680555555555,"B"
100,72.5,100,100,100,99,97,100,100,12,66.6666666666667,100,85,10,66.4,67.5,50,83,75,99.5,83.8888888888889,100,87.7833333333333,"B+"
95,100,100,100,100,89,98,85,100,12,91.6666666666667,66.6666666666667,60,16,52.8,63.9,80,66,71,97.75,72.7777777777778,100,81.1916666666667,"B-"
62.5,0,0,0,65,76,71,90,97.5,9,0,44.4444444444444,55,20,68,34.2,100,85,38,57.75,39.8148148148148,60,55.7972222222222,"D"
52.5,55,85,67.5,90,78,92,80,80,12,50,72.2222222222222,0,17,52,54.45,85,65,60.5,78.4375,46.4074074074074,100,68.6173611111111,"C-"
92.5,97.5,0,85,90,76,81,90,80,12,91.6666666666667,50,60,15,69.6,78.3,75,87,87,86.5,67.2222222222222,100,85.1833333333333,"B"
100,100,92.5,90,100,99,90,95,100,12,100,100,85,18,70.4,80.1,90,88,89,97.0625,95,100,93.21875,"A"
82,100,87.5,90,100,96,100,80,95,11,75,72.2222222222222,55,15,55.2,57.6,75,69,64,93.8125,67.4074074074074,100,78.0548611111111,"C+"
72.5,95,100,80,100,76,100,90,70,12,91.6666666666667,100,100,20,68.8,81,100,86,90,89.1875,97.2222222222222,100,91.0395833333333,"A"
82.5,85,95,90,100,95,87,85,85,12,91.6666666666667,88.8888888888889,70,20,59.2,71.1,100,74,79,90.25,83.5185185185185,100,84.1527777777778,"B"
89.5,100,100,70,100,0,97,100,98,10,75,72.2222222222222,70,15,56,56.7,75,70,63,94.3125,72.4074074074074,80,76.9048611111111,"C"
95,75,100,100,100,99,85,85,100,12,50,55.5555555555556,50,19,60.8,51.3,95,76,57,95.5,51.8518518518518,100,75.8777777777778,"C"
92.5,100,100,100,100,100,100,100,100,12,66.6666666666667,61.1111111111111,80,18,66.4,66.6,90,83,74,100,69.2592592592593,100,85.4888888888889,"B"
92.5,0,92.5,95,100,95,0,0,80,9,83.3333333333333,0,35,12,55.2,41.4,60,69,46,69.375,43.4444444444444,60,58.6291666666667,"D"
67,0,47.5,90,100,59,59,80,98,12,91.6666666666667,88.8888888888889,85,18,63.2,70.65,90,79,78.5,75.0625,88.5185185185185,100,81.2215277777778,"B-"
90,90,90,90,0,0,0,0,0,6,50,0,35,0,66.24,12.6,0,82.8,14,45,28.3333333333333,0,37.81,"F"
90,80,80,60,71.25,95,95,100,90,12,66.6666666666667,77.7777777777778,65,15,63.2,61.65,75,79,68.5,87.65625,69.8148148148148,100,79.6940972222222,"B-"
0,0,82.5,75,90,0,87,0,80,10,75,0,50,18,30.4,27,90,38,30,51.8125,47.6666666666667,80,45.79375,"F"
77.5,100,92.5,65,90,78,97,95,80,12,70.8333333333333,55.5555555555556,85,18,40.8,65.7,90,51,73,88.75,70.462962962963,100,75.6444444444444,"C"
90,77.5,100,90,100,83,100,100,100,12,50,50,80,7,54.4,58.05,35,68,64.5,95.375,60,100,77.3375,"C"
85,100,100,95,100,96,88,90,85,12,91.6666666666667,100,70,17,68,73.35,85,85,81.5,94.25,87.2222222222222,100,88.7333333333333,"A-"
100,100,100,90,94,98,97,85,91,12,83.3333333333333,77.7777777777778,55,16,70.4,65.7,80,88,73,96.25,72.0370370370371,100,85.5305555555556,"B"
75,85,92.5,55,51,68,76,80,80,12,66.6666666666667,50,50,17,68.8,63,85,86,70,76.4375,55.5555555555556,100,75.9645833333333,"C"
88.5,0,0,100,85,99,90,85,79,12,91.6666666666667,88.8888888888889,65,19,68.8,69.3,95,86,77,78.3125,81.8518518518518,100,82.2215277777778,"B"
77.5,100,92.5,90,95,97,100,90,0,11,100,66.6666666666667,85,19,61.6,81.9,95,77,91,92.75,83.8888888888889,100,88.5583333333333,"A-"
72.5,100,100,95,100,83,88,60,85,12,91.6666666666667,72.2222222222222,75,18,71.2,74.7,90,89,83,90.4375,79.6296296296296,100,87.6256944444444,"B+"
55,92.5,92.5,97.5,75,77,100,85,85,12,41.6666666666667,77.7777777777778,52.5,19,60.8,70.65,95,76,78.5,88.0625,57.3148148148148,100,79.8409722222222,"B-"
90,90,90,90,90,93,67,0,0,11,75,100,0,0,69.6,61.2,0,87,68,76.25,58.3333333333333,100,76.025,"C"
67.5,67.5,95,77.5,100,87.5,70,90,85,7,33.3333333333333,0,25,9,68.8,62.1,45,86,69,84.0625,22.4444444444444,20,65.0354166666667,"C-"
73.5,80,100,100,90,89,94,90,0,12,66.6666666666667,77.7777777777778,75,17,63.2,60.75,85,79,67.5,89.5625,73.1481481481482,100,80.5159722222222,"B-"
92.5,100,100,30,100,100,100,85,75,12,91.6666666666667,27.7777777777778,0,20,63.6,44.1,100,79.5,49,94.0625,46.4814814814815,100,73.3409722222222,"C"
65,50,72.5,90,80,0,0,62.5,0,8,83.3333333333333,72.2222222222222,50,0,65.6,63.45,0,82,70.5,52.5,68.5185185185185,40,64.0527777777778,"C-"
92.5,100,100,90,100,99,99,87.5,100,12,58.3333333333333,88.8888888888889,80,11,48.8,53.1,55,61,59,97.5625,75.7407407407407,100,77.5798611111111,"C+"
88.5,92.5,95,60,85,0,0,100,0,11,58.3333333333333,0,40,7,56.8,49.95,35,71,55.5,65.125,35.1111111111111,100,62.8791666666667,"C-"
72.5,100,77.5,45,89,90,90,75,65,12,54.1666666666667,55.5555555555556,75,13,57.6,54,65,72,60,82.375,61.5740740740741,100,73.3486111111111,"C"
87.5,100,82.5,90,100,90,100,80,85,12,58.3333333333333,72.2222222222222,30,11,61.6,24.3,55,77,27,91.875,53.5185185185185,100,67.7402777777778,"C-"
77.5,77.5,95,100,99,92,80,87.5,85,11,33.3333333333333,44.4444444444444,65,12,61.6,44.1,60,77,49,89.5,47.5925925925926,100,71.6388888888889,"C"
73.5,72.5,60,0,80,0,0,60,0,11,66.6666666666667,55.5555555555556,40,0,68,49.5,0,85,55,43.25,54.0740740740741,100,61.8361111111111,"C-"
100,85,92.5,100,90,99,0,100,100,12,66.6666666666667,100,100,17,61.2,80.1,85,76.5,89,95.8125,88.8888888888889,100,89.6270833333333,"A-"
94,100,100,100,100,98,100,100,100,12,100,83.3333333333333,70,17,71.2,77.85,85,89,86.5,99.75,84.4444444444444,100,92.0166666666667,"A"
97.5,100,97.5,100,100,86,100,90,100,12,91.6666666666667,100,65,18,62.4,80.1,90,78,89,98.125,85.5555555555555,100,90.1208333333333,"A"
94.5,97,96,100,80,100,97,100,100,12,75,83.3333333333333,50,20,64,68.85,100,80,76.5,98.0625,69.4444444444444,100,84.9604166666667,"B"
92.5,100,100,98,100,98,86,100,98,12,100,83.3333333333333,50,16,66.4,72,80,83,80,98.3125,77.7777777777778,100,87.7604166666667,"B+"
100,100,100,65,95,94,100,95,100,12,100,55.5555555555556,80,18,70.4,80.1,90,88,89,98,78.5185185185185,100,91.0277777777778,"A"
100,85,100,100,100,99,97,80,95,12,100,100,95,20,80,84.6,100,100,94,97,98.3333333333333,100,97.35,"A+"
92.5,100,97.5,80,95,100,90,100,70,12,100,100,85,20,79.2,88.2,100,99,98,94.375,95,100,96.8625,"A+"
95,85,100,70,0,99,95,95,100,12,91.6666666666667,72.2222222222222,50,18,77.6,86.4,90,97,96,92.375,71.2962962962963,100,91.8069444444444,"A"
92.5,100,95,100,100,90,100,85,97.5,12,25,33.3333333333333,20,13,31.2,20.7,65,39,23,96.875,26.1111111111111,100,56.5291666666667,"D"
92.5,100,97.5,100,100,99,92,100,85,12,91.6666666666667,88.8888888888889,95,19,63.2,68.85,95,79,76.5,97.625,91.8518518518518,100,87.9902777777778,"B+"
87.5,87.5,100,60,95,72,70,80,0,12,83.3333333333333,61.1111111111111,60,0,62.4,62.1,0,78,69,81.5,68.1481481481482,100,77.5222222222222,"C+"
80,0,77.5,20,0,37,67,50,85,10,33.3333333333333,16.6666666666667,30,8,50.4,58.5,40,63,65,52.0625,26.6666666666667,80,56.46875,"D"
82.5,95,90,77.5,100,95,84,85,100,12,83.3333333333333,88.8888888888889,80,15,46.4,61.2,75,58,68,91.4375,84.0740740740741,100,78.6423611111111,"C+"
82.5,97.5,75,50,42.5,86,61,85,100,12,58.3333333333333,61.1111111111111,35,16,55.2,49.95,80,69,55.5,79.625,51.4814814814815,100,69.2847222222222,"C-"
96,99,91.5,70,93,86,65,75,90,12,66.6666666666667,38.8888888888889,30,14,41.6,35.1,70,52,39,87.5625,45.1851851851852,100,63.1965277777778,"C-"
75,85,100,100,100,99,90,90,80,11,91.6666666666667,83.3333333333333,95,19,70.4,82.8,95,88,92,93,90,100,92,"A"
92.5,100,100,90,100,99,100,95,100,12,91.6666666666667,77.7777777777778,75,13,66.4,70.2,65,83,78,98.3125,81.4814814814815,100,87.8159722222222,"B+"
94.5,84,95,95,100,98,86,100,0,12,66.6666666666667,72.2222222222222,80,14,40.8,58.95,70,51,65.5,94.0625,72.9629629629629,100,75.7381944444444,"C"
72.5,77.5,0,75,85,0,0,0,65,10,0,27.7777777777778,35,7,19.2,18.45,35,24,20.5,46.875,23.2592592592593,80,35.4763888888889,"F"
100,79,85,95,85,91,79,75,92,12,91.6666666666667,44.4444444444444,90,18,64,63.9,90,80,71,88.25,75.3703703703704,100,81.5305555555556,"B-"
92.5,100,100,90,98,99,97,100,95,12,66.6666666666667,66.6666666666667,55,15,25.6,54.9,75,32,61,97.6875,62.7777777777778,100,70.3729166666667,"C"
100,100,90,100,100,94,100,100,0,11,100,77.7777777777778,75,0,72,72.9,0,90,81,98,84.2592592592593,100,90.2888888888889,"A"
93,73,100,88,100,96,80,95,95,10,100,50,65,12,76,65.25,60,95,72.5,93.375,71.6666666666667,80,83.8875,"B"
100,85,97.5,100,95,0,89,90,90,11,79.1666666666667,94.4444444444444,50,17,49.6,66.6,85,62,74,93.3125,74.537037037037,100,80.0743055555556,"B-"
92.5,100,100,70,100,100,100,100,85,12,75,88.8888888888889,95,0,67.2,72.45,0,84,80.5,97.1875,86.2962962962963,100,89.0256944444444,"A-"
92.5,92.5,90,90,100,90,100,90,85,12,83.3333333333333,72.2222222222222,85,20,63.2,86.4,100,79,96,93.125,80.1851851851852,100,89.7652777777778,"A-"
68,55.5,85,0,65,50,52,0,20,10,50,50,30,7,43.2,28.8,35,54,32,49.4375,43.3333333333333,80,48.13125,"F"
92.5,92.5,100,90,100,100,100,0,80,12,95.8333333333333,100,0,20,70.4,78.3,100,88,87,94.375,71.9444444444444,100,88.4541666666667,"A-"
57.5,100,100,0,80,93,76,75,95,12,75,72.2222222222222,70,18,79.2,66.6,90,99,74,84.5625,72.4074074074074,100,84.5298611111111,"B"
89.5,57,95,90,0,98,0,75,100,9,75,77.7777777777778,45,11,37.6,71.1,55,47,79,75.5625,65.9259259259259,60,67.7076388888889,"C-"
89.5,79,97.5,100,90,99,100,100,99,12,100,88.8888888888889,75,18,68.8,85.95,90,86,95.5,96.875,87.962962962963,100,93.3319444444444,"A"
75,100,92.5,100,100,99,100,90,100,12,83.3333333333333,88.8888888888889,95,20,77.6,77.4,100,97,86,97.6875,89.0740740740741,100,93.5673611111111,"A"
87.5,92.5,90,80,90,80,89,90,55,12,75,77.7777777777778,80,20,52,71.1,100,65,79,87.375,77.5925925925926,100,80.6013888888889,"B-"
57.5,70,82.5,0,55,0,51,45,0,11,83.3333333333333,38.8888888888889,57.5,0,40,55.8,0,50,62,45.125,59.9074074074074,100,58.0236111111111,"D"
52.5,77.5,97.5,50,95,80,79,90,50,12,66.6666666666667,38.8888888888889,65,18,46.4,52.65,90,58,58.5,77.6875,56.8518518518518,100,68.0590277777778,"C-"
82.5,0,92.5,80,93,98,85,100,85,12,83.3333333333333,77.7777777777778,55,18,68.8,75.15,90,86,83.5,89.5,72.0370370370371,100,85.7305555555556,"B"
62.5,70,87.5,60,100,80,84,95,80,12,41.6666666666667,88.8888888888889,65,15,42.4,63.9,75,53,71,82.375,65.1851851851852,100,72.8402777777778,"C"
65,55,87.5,90,90,72,77,0,80,12,83.3333333333333,72.2222222222222,57.5,16,68,75.6,80,85,84,77.0625,71.0185185185185,100,81.7715277777778,"B-"
85,90,90,20,95,85,97,75,80,12,58.3333333333333,27.7777777777778,50,6,59.52,57.6,30,74.4,64,87.125,45.3703703703704,100,73.8230555555556,"C"
100,100,100,100,100,75,100,95,65,12,95.8333333333333,72.2222222222222,45,17,50.4,68.4,85,63,76,96.25,71.0185185185185,100,81.1277777777778,"B-"
87.5,100,92.5,100,100,100,90,100,100,12,83.3333333333333,88.8888888888889,75,17,69.6,81,85,87,90,97.8125,82.4074074074074,100,91.6048611111111,"A"
92.5,70,85,80,100,97,79,100,85,12,83.3333333333333,100,95,20,76.8,68.4,100,96,76,89.8125,92.7777777777778,100,89.0604166666667,"A-"
62.5,80,75,100,95,95,100,85,100,12,75,100,80,15,56.8,53.55,75,71,59.5,91.25,85,100,79.2,"C+"
87,100,100,100,99,99,100,100,96,11,50,66.6666666666667,70,18,64,78.75,90,80,87.5,99.25,62.2222222222222,100,86.9833333333333,"B+"
60,75,100,0,100,94,100,90,100,10,50,33.3333333333333,25,8,69.6,44.55,40,87,49.5,89.875,36.1111111111111,80,70.1541666666667,"C"
79,96.5,92.5,100,100,98,87,100,82,12,100,77.7777777777778,75,20,66.4,70.65,100,83,78.5,94.5,84.2592592592593,100,87.2138888888889,"B+"
87.5,97.5,95,90,90,88,100,60,100,12,66.6666666666667,83.3333333333333,67.5,0,68.8,70.2,0,86,78,93.5,72.5,100,85.625,"B"
60,82.5,92.5,80,0,73,85.5,100,85,11,75,50,57.5,13,76.8,74.7,65,96,83,82.3125,60.8333333333333,100,83.76875,"B"
90,100,100,100,95,99,100,95,100,12,100,100,80,18,64.8,72.9,90,81,81,98.625,93.3333333333333,100,90.0375,"A"
92.5,100,100,100,100,99,100,100,95,12,83.3333333333333,66.6666666666667,70,19,71.2,76.5,95,89,85,99.25,73.3333333333333,100,89.825,"A-"
87.5,100,65,70,0,76,80,100,98,9,50,33.3333333333333,55,19,53.6,70.2,95,67,78,84.5625,46.1111111111111,60,71.1854166666667,"C"
0,85,100,100,100,99,100,97.5,100,12,66.6666666666667,77.7777777777778,70,15,60,81,75,75,90,97.6875,71.4814814814815,100,87.5284722222222,"B+"
70,70,55,65,72.5,58,47,60,80,12,91.6666666666667,55.5555555555556,75,20,65.6,58.05,100,82,64.5,66.3125,74.0740740740741,100,73.5298611111111,"C"
82.5,77.5,100,90,95,93,84,100,85,12,100,77.7777777777778,85,9,59.2,70.2,45,74,78,91.1875,87.5925925925926,100,84.7951388888889,"B"
100,85,100,100,100,87,97,90,100,12,66.6666666666667,100,85,18,64,66.15,90,80,73.5,96.75,83.8888888888889,100,85.9833333333333,"B"
82.5,100,92.5,80,100,99,100,80,100,12,100,100,90,20,71.2,89.1,100,89,99,94.25,96.6666666666667,100,95.325,"A+"
0,80,100,95,78,90,77,75,97,11,83.3333333333333,66.6666666666667,55,17,58.4,59.85,85,73,66.5,86.5,68.3333333333333,100,77.425,"C"
77.5,0,92.5,90,85,66,48,70,85,12,50,50,25,6,28,40.05,30,35,44.5,76.75,41.6666666666667,100,57.4,"D"
92.5,72.5,72.5,30,0,83,100,0,85,12,58.3333333333333,44.4444444444444,35,3,20.8,18.45,15,26,20.5,66.9375,45.9259259259259,100,47.2951388888889,"F"
92.5,100,100,100,100,99,97,100,85,12,91.6666666666667,100,95,20,71.2,79.65,100,89,88.5,98.5625,95.5555555555555,100,93.8270833333333,"A"
73.5,85,95,90,99,88,97,90,100,12,50,77.7777777777778,45,14,75.2,64.8,70,94,72,93,57.5925925925926,100,83.3388888888889,"B"
92.5,100,100,100,100,100,92,0,95,12,91.6666666666667,94.4444444444444,75,20,78.4,80.1,100,98,89,97.4375,87.037037037037,100,94.1368055555556,"A"
92.5,92.5,97.5,80,97,100,89,90,60,11,87.5,66.6666666666667,30,14,51.2,44.1,70,64,49,92.3125,61.3888888888889,100,71.9520833333333,"C"
52.5,47.5,97.5,75,65,81,79,90,65,10,75,44.4444444444444,40,15,39.2,60.3,75,49,67,75.625,53.1481481481482,80,65.2097222222222,"C-"
77.5,92.5,77.5,90,93,90,90,55,65,11,66.6666666666667,44.4444444444444,30,10,64,49.05,50,80,54.5,84.4375,47.037037037037,100,72.0118055555556,"C"
72.5,65,90,70,75,84,65,80,85,11,83.3333333333333,61.1111111111111,80,19,64,71.1,95,80,79,77.6875,74.8148148148148,100,80.2784722222222,"B-"
78.5,0,72.5,90,95,87,97,100,100,11,50,77.7777777777778,85,13,56,60.75,65,70,67.5,90,70.9259259259259,100,78.5138888888889,"C+"
80,100,95,70,87.5,90,96,100,85,12,91.6666666666667,61.1111111111111,55,19,61.6,80.55,95,77,89.5,91.6875,69.2592592592593,100,85.6701388888889,"B"
62.5,0,77.5,90,100,98,100,90,100,12,100,94.4444444444444,35,18,76,74.25,90,95,82.5,89.75,76.4814814814815,100,88.0222222222222,"A-"
94,100,100,90,100,99,100,95,95,12,91.6666666666667,77.7777777777778,80,18,56.8,65.25,90,71,72.5,97.875,83.1481481481482,100,84.1597222222222,"B"
66,85,90,90,100,0,65,95,100,12,83.3333333333333,22.2222222222222,75,13,42.4,36.9,65,53,41,86.375,60.1851851851852,100,65.7902777777778,"C-"
77.5,85,85,60,100,100,86,100,80,12,75,83.3333333333333,75,13,44,60.3,65,55,67,89.1875,77.7777777777778,100,76.1729166666667,"C"
87.5,77.5,100,95,95,100,0,75,75,12,95.8333333333333,88.8888888888889,75,20,67.2,72.9,100,84,81,88.125,86.5740740740741,100,86.4736111111111,"B+"
99.5,100,100,90,72.5,100,97,100,98,12,91.6666666666667,100,75,18,56,70.2,90,70,78,98.0625,88.8888888888889,100,86.2520833333333,"B+"
82.5,100,95,80,95,96,100,80,85,12,100,77.7777777777778,85,18,72,76.5,90,90,85,91.6875,87.5925925925926,100,89.8951388888889,"A-"
85,95,85,100,100,98,88,90,85,12,100,50,65,19,64.8,67.5,95,81,75,92.625,71.6666666666667,100,83.4875,"B"
52.5,92.5,97.5,0,91.25,0,0,0,0,10,58.3333333333333,0,0,0,43.2,20.7,0,54,23,41.71875,19.4444444444444,80,39.9822916666667,"F"
87.5,77.5,100,60,100,89,83,80,80,12,83.3333333333333,77.7777777777778,65,16,59.2,71.55,80,74,79.5,87.125,75.3703703703704,100,82.1180555555556,"B"
92.5,100,95,100,100,99,100,85,98,12,100,88.8888888888889,75,19,80,84.15,95,100,93.5,98.0625,87.962962962963,100,95.9881944444444,"A+"
47.5,72.5,92.5,95,100,88.5,80,82.5,100,12,75,61.1111111111111,45,20,47.2,62.1,100,59,69,88.875,60.3703703703704,100,74.7680555555555,"C"
98,94,77.5,90,95,97,100,90,99,12,91.6666666666667,72.2222222222222,55,15,60.8,48.6,75,76,54,95.375,72.9629629629629,100,78.2569444444444,"C+"
80.5,85,100,90,95,96,86,60,100,12,66.6666666666667,77.7777777777778,75,19,76.8,66.15,95,96,73.5,91.5625,73.1481481481482,100,86.0159722222222,"B+"
60,0,90,0,0,91,0,47.5,66,11,75,72.2222222222222,30,20,62.4,53.55,100,78,59.5,44.3125,59.0740740740741,100,62.6298611111111,"C-"
0,50,42.5,80,100,83,71,75,50,12,66.6666666666667,61.1111111111111,55,7,14.4,39.6,35,18,44,68.9375,60.9259259259259,100,54.4201388888889,"D"
92.5,85,100,70,90,96,100,100,100,11,75,66.6666666666667,45,19,67.2,64.8,95,84,72,95.4375,62.2222222222222,100,82.7645833333333,"B"
92.5,100,100,100,100,0,90,100,100,11,91.6666666666667,61.1111111111111,65,16,78.4,75.6,80,98,84,97.8125,72.5925925925926,100,90.8326388888889,"A"
87.5,100,97.5,100,90,80,100,80,94,12,75,72.2222222222222,60,15,54.4,53.1,75,68,59,93.625,69.0740740740741,100,76.7986111111111,"C"
65,100,90,90,100,99,86,72.5,75,12,100,88.8888888888889,80,19,71.2,72.9,95,89,81,89.0625,89.6296296296296,100,88.2131944444444,"A-"
92.5,100,100,100,95,100,86,100,80,12,95.8333333333333,72.2222222222222,60,20,62.4,74.25,100,78,82.5,96.6875,76.0185185185185,100,86.6340277777778,"B+"
82.5,100,95,100,0,100,92,100,100,12,58.3333333333333,100,65,16,68.8,63.9,80,86,71,96.1875,74.4444444444444,100,84.9729166666667,"B"
0,75,67.5,90,80,71,0,50,0,8,83.3333333333333,61.1111111111111,25,7,64,44.55,35,80,49.5,54.1875,56.4814814814815,40,57.1034722222222,"D"
82.5,87.5,85,35,60,95,87,100,85,11,58.3333333333333,94.4444444444444,95,20,71.2,81,100,89,90,85.25,82.5925925925926,100,88.2638888888889,"A-"
82.5,100,85,90,95,85,90,100,82.5,12,100,55.5555555555556,65,15,46.4,71.1,75,58,79,90.9375,73.5185185185185,100,79.6590277777778,"B-"
72.5,100,100,100,100,80,76,85,98,12,91.6666666666667,72.2222222222222,70,20,74.4,80.1,100,93,89,92.375,77.9629629629629,100,90.2569444444444,"A"
72.5,70,100,90,100,95,97,100,85,12,100,88.8888888888889,75,16,72,75.15,80,90,83.5,92.4375,87.962962962963,100,89.8006944444444,"A-"
0,0,0,10,0,0,53.5,70,32,9,33.3333333333333,0,55,9,32.8,56.7,45,41,63,20.6875,32.4444444444444,60,41.0229166666667,"F"
88.5,99,0,0,85,0,0,85,85,12,75,50,80,14,57.6,50.85,70,72,56.5,55.3125,68.3333333333333,100,65.36875,"C-"
95,95,100,100,95,99,100,100,100,12,91.6666666666667,88.8888888888889,65,20,65.6,81,100,82,90,98.625,81.8518518518518,100,90.7652777777778,"A"
72.5,92.5,100,90,95,89,83,95,100,12,91.6666666666667,22.2222222222222,60,15,60.8,57.15,75,76,63.5,93.0625,57.962962962963,100,77.6881944444444,"C+"
100,85,100,100,100,99,97,85,95,12,100,100,100,20,80,89.1,100,100,99,97,100,100,98.85,"A+"
92.5,75,100,100,96.25,96,100,90,100,12,75,88.8888888888889,70,18,61.6,74.7,90,77,83,96.84375,77.962962962963,100,86.8975694444444,"B+"
